"","iso_code","year","country","population","co2","co2_per_capita"
"1211",NA,2017,"North America",581258143,6425.781,11.065
"1212",NA,2017,"North America (GCP)",NA,6248.731,NA
"1213",NA,2017,"North America (excl. USA)",NA,1214.824,4.841
"1214",NA,2017,"OECD (GCP)",NA,12534.619,NA
"1215",NA,2017,"Oceania",41817267,465.584,11.201
"1216",NA,2017,"Oceania (GCP)",NA,459.114,NA
"1217",NA,2017,"South America",420982650,1125.113,2.673
"1218",NA,2017,"South America (GCP)",NA,1125.113,NA
"1219",NA,2017,"Upper-middle-income countries",2500616723,15586.028,6.233
"1220",NA,2017,"World",7599822336,36096.738,4.75
"1221",NA,2018,"Africa",1295265310,1366.411,1.055
"1222",NA,2018,"Africa (GCP)",NA,1366.4,NA
"1223",NA,2018,"Asia",4588802751,20437.713,4.454
"1224",NA,2018,"Asia (GCP)",NA,17819.188,NA
"1225",NA,2018,"Asia (excl. China and India)",NA,7483.39,4.151
"1226",NA,2018,"Central America (GCP)",NA,177.674,NA
"1227",NA,2018,"Europe",746578519,5603.844,7.51
"1228",NA,2018,"Europe (GCP)",NA,5603.844,NA
"1229",NA,2018,"Europe (excl. EU-27)",NA,2554.645,8.462
"1230",NA,2018,"Europe (excl. EU-28)",NA,2174.916,9.237
"1231",NA,2018,"European Union (27)",NA,3049.199,6.862
"1232",NA,2018,"European Union (27) (GCP)",NA,3049.199,NA
"1233",NA,2018,"European Union (28)",NA,3428.928,6.713
"1234",NA,2018,"High-income countries",1209044728,13344.73,11.044
"1235",NA,2018,"International transport",NA,1270.691,NA
"1236",NA,2018,"Kosovo",1709966,8.149,4.765
"1237",NA,2018,"Low-income countries",643420791,183.89,0.286
"1238",NA,2018,"Lower-middle-income countries",3281847839,5949.403,1.813
"1239",NA,2018,"Middle East (GCP)",NA,2626.05,NA
"1240",NA,2018,"Non-OECD (GCP)",NA,22945.1,NA
"1241",NA,2018,"North America",585864285,6614.565,11.294
"1242",NA,2018,"North America (GCP)",NA,6436.902,NA
"1243",NA,2018,"North America (excl. USA)",NA,1237.907,4.883
"1244",NA,2018,"OECD (GCP)",NA,12610.717,NA
"1245",NA,2018,"Oceania",42540030,468.674,11.083
"1246",NA,2018,"Oceania (GCP)",NA,461.152,NA
"1247",NA,2018,"South America",424740741,1064.608,2.507
"1248",NA,2018,"South America (GCP)",NA,1064.608,NA
"1249",NA,2018,"Upper-middle-income countries",2516785800,15964.71,6.343
"1250",NA,2018,"World",7683789824,36826.508,4.793
"1251",NA,2019,"Africa",1327701380,1467.492,1.106
"1252",NA,2019,"Africa (GCP)",NA,1467.477,NA
"1253",NA,2019,"Asia",4627738749,20894.498,4.515
"1254",NA,2019,"Asia (GCP)",NA,18275.27,NA
"1255",NA,2019,"Asia (excl. China and India)",NA,7527.042,4.129
"1256",NA,2019,"Central America (GCP)",NA,184.195,NA
"1257",NA,2019,"Europe",747419066,5426.624,7.264
"1258",NA,2019,"Europe (GCP)",NA,5426.624,NA
"1259",NA,2019,"Europe (excl. EU-27)",NA,2520.207,8.344
"1260",NA,2019,"Europe (excl. EU-28)",NA,2155.454,9.162
"1261",NA,2019,"European Union (27)",NA,2906.417,6.531
"1262",NA,2019,"European Union (27) (GCP)",NA,2906.417,NA
"1263",NA,2019,"European Union (28)",NA,3271.17,6.391
"1264",NA,2019,"High-income countries",1214846354,13037.92,10.739
"1265",NA,2019,"International transport",NA,1249.558,NA
"1266",NA,2019,"Kosovo",1686856,8.497,5.037
"1267",NA,2019,"Low-income countries",661633048,195.217,0.295
"1268",NA,2019,"Lower-middle-income countries",3326051409,6161.634,1.853
"1269",NA,2019,"Middle East (GCP)",NA,2627.109,NA
"1270",NA,2019,"Non-OECD (GCP)",NA,23572.504,NA
"1271",NA,2019,"North America",590497015,6500.85,11.013
"1272",NA,2019,"North America (GCP)",NA,6316.669,NA
"1273",NA,2019,"North America (excl. USA)",NA,1241.706,4.851
"1274",NA,2019,"OECD (GCP)",NA,12260.497,NA
"1275",NA,2019,"Oceania",43278474,470.359,10.931
"1276",NA,2019,"Oceania (GCP)",NA,462.48,NA
"1277",NA,2019,"South America",428318218,1073.178,2.506
"1278",NA,2019,"South America (GCP)",NA,1073.178,NA
"1279",NA,2019,"Upper-middle-income countries",2530546049,16338.438,6.457
"1280",NA,2019,"World",7764951040,37082.559,4.776
"1281",NA,2020,"Africa",1360677453,1385.889,1.019
"1282",NA,2020,"Africa (GCP)",NA,1385.877,NA
"1283",NA,2020,"Asia",4663086623,20689.746,4.437
"1284",NA,2020,"Asia (GCP)",NA,18072.385,NA
"1285",NA,2020,"Asia (excl. China and India)",NA,7288.521,3.957
"1286",NA,2020,"Central America (GCP)",NA,162.814,NA
"1287",NA,2020,"Europe",747463478,5010.947,6.707
"1288",NA,2020,"Europe (GCP)",NA,5010.947,NA
"1289",NA,2020,"Europe (excl. EU-27)",NA,2389.15,7.916
"1290",NA,2020,"Europe (excl. EU-28)",NA,2062.887,8.787
"1291",NA,2020,"European Union (27)",NA,2621.796,5.888
"1292",NA,2020,"European Union (27) (GCP)",NA,2621.796,NA
"1293",NA,2020,"European Union (28)",NA,2948.06,5.754
"1294",NA,2020,"High-income countries",1218093003,11938.873,9.807
"1295",NA,2020,"International transport",NA,938.509,NA
"1296",NA,2020,"Kosovo",1670702,8.522,5.101
"1297",NA,2020,"Low-income countries",680258922,191.594,0.282
"1298",NA,2020,"Lower-middle-income countries",3369707355,5889.132,1.748
"1299",NA,2020,"Middle East (GCP)",NA,2625.687,NA
"1300",NA,2020,"Non-OECD (GCP)",NA,23187.471,NA
"1301",NA,2020,"North America",594263186,5805.619,9.773
"1302",NA,2020,"North America (GCP)",NA,5642.818,NA
"1303",NA,2020,"North America (excl. USA)",NA,1089.928,4.223
"1304",NA,2020,"OECD (GCP)",NA,11138.106,NA
"1305",NA,2020,"Oceania",43933757,452.186,10.351
"1306",NA,2020,"Oceania (GCP)",NA,443.861,NA
"1307",NA,2020,"South America",431530105,981.19,2.274
"1308",NA,2020,"South America (GCP)",NA,981.19,NA
"1309",NA,2020,"Upper-middle-income countries",2541463877,16219.841,6.382
"1310",NA,2020,"World",7840952832,35264.086,4.497
